title,channel_title,views,likes,dislikes,comment_total,,,,,,,,,,
3AM Challenge In A Haunted Castle (SCARY),Rclbeauty101,405821,13775,287,7043,,,,,,,,,,
The only The Last Jedi Trailer Reaction you need,Jenny Nicholson,157418,7465,666,1700,,,,,,,,,,
MY GIRLFRIEND PICKS MY OUTFITS!,PewDiePie,1703779,127270,3050,18606,,,,,,,,,,
"I Love You, Daddy Trailer #1 (2017) | Movieclips Indie",Movieclips Film Festivals & Indie Films,259381,2417,375,354,,,,,,,,,,
My Dogs Try On Halloween Costumes,JennaMarbles,1852511,161627,1429,22628,,,,,,,,,,
Penny Lancaster Bravely Shares Her Experience of Being Sexually Assaulted | Loose Women,Loose Women,66835,674,178,0,,,,,,,,,,
Marvel's The Punisher | Official Trailer 2 [HD] | Netflix,Netflix,1092917,35134,377,4024,,,,,,,,,,
Charlie Puth - How Long [Official Video],Charlie Puth,1554497,234854,2040,23304,,,,,,,,,,
Taylor Swift - Gorgeous (Lyric Video),TaylorSwiftVEVO,477809,159679,5274,25146,,,,,,,,,,
CONFRONTING MY FIRST LOVE,shane,3179676,312634,3746,41482,,,,,,,,,,
GETTING REVENGE ON MY COACHES!  *UGC?*,Nile Wilson,178980,7493,143,597,,,,,,,,,,
Kevin De Bruyne loses his cool with David Silva and Fernandinho!,BT Sport,565407,6018,274,1064,,,,,,,,,,
Sunday Picnic with EstÃ©e + Givenchy Bag GIVEAWAY!,Amelia Liana,34929,1321,40,153,,,,,,,,,,
The Real Reason Taxes Suck (And Why They Don't Have To),CollegeHumor,1268217,38468,2137,5951,,,,,,,,,,
Dab on the past (YIAY #366),jacksfilms,1034193,59645,595,13351,,,,,,,,,,
31 LAST MINUTE DIY HALLOWEEN COSTUMES,Smosh,502885,22622,1243,1513,,,,,,,,,,
Joe Rogan Experience #1025 - Greg Fitzsimmons,PowerfulJRE,676723,9208,745,4067,,,,,,,,,,
AUTUMN Try-On HAUL! | Fleur De Force,Fleur DeForce,115286,3135,148,339,,,,,,,,,,
George Michael - Fantasy (Official Video) ft. Nile Rodgers,georgemichaelVEVO,105683,3743,162,450,,,,,,,,,,
Ellen Meets Las Vegas Survivors Jesus Campos and Stephen Schuck,TheEllenShow,683675,10410,5358,0,,,,,,,,,,
When The Curtain Falls | ANNOUNCEMENT,Carrie Hope Fletcher,78474,6704,62,789,,,,,,,,,,
DANGEROUS Jungle Spider!,Brave Wilderness,1316567,38941,532,6768,,,,,,,,,,
Pregnancy Terminology with Dan & Phil! | MOTHERHOOD,Sprinkleofglitter,700547,69971,460,6341,,,,,,,,,,
"Neo-Nazi quits movement, opens up about Jewish heritage and comes out as gay",Channel 4 News,102775,682,299,864,,,,,,,,,,
The Walking Dead Riddim,NOW TV,10795,514,37,53,,,,,,,,,,
THE CRAZIEST TREEHOUSE TOUR!,PointlessBlogVlogs,607149,34077,408,1676,,,,,,,,,,
I'M HOLO INSIDE! Holographic scar makeup ft. Glam&Gore,Simply Nailogical,1176577,70874,507,6462,,,,,,,,,,
Demi Lovato: Simply Complicated - Official Documentary,Demi Lovato,3570589,234688,2328,21653,,,,,,,,,,
NEW IN! | BOOKS & CANDLES,Samantha Maria,45445,2351,48,251,,,,,,,,,,
Jimmy Kimmelâ€™s FULL INTERVIEW with David Letterman,Jimmy Kimmel Live,1645173,16537,1579,2690,,,,,,,,,,
Chewy Salted Chocolate Caramels | Cupcake Jemma,CupcakeJemma,46219,2679,31,113,,,,,,,,,,
KJ Apa Responds to Riverdale's Absurd Fan Theories | ELLE,ELLE,384686,16287,95,595,,,,,,,,,,
TRAILER | My Week As A Muslim | Monday 9pm,Channel 4,38555,417,803,906,,,,,,,,,,
Morrissey - Spent the Day in Bed (Official Video),MorrisseyOnVEVO,358607,10212,397,1360,,,,,,,,,,
Walmart vs Amazon - Which Is More Successful - Company Comparison,The Infographics Show,272108,6515,269,1601,,,,,,,,,,
Out Loud (Official Music Video),Gabbie Hanna,2456813,315038,9017,66778,,,,,,,,,,
Body insecurities laid bare with Hannah Witton,Riyadh K,61878,2866,89,449,,,,,,,,,,
A Weekend In The Life: London With Lily | The Anna Edit,The Anna Edit,92428,3371,116,303,,,,,,,,,,
Saving An Iguana Four Miles Offshore,Key West Kayak Fishing,326295,11062,78,1252,,,,,,,,,,
MGMT - Little Dark Age,MGMTVEVO,892445,28996,1376,3868,,,,,,,,,,
Doomed Neutron Stars Create Blast of Light and Gravitational Waves,NASA Goddard,342374,2769,132,465,,,,,,,,,,
Top 10 Clara Moments,HiHo Kids,54416,4867,29,484,,,,,,,,,,
John Oliver - Harvey Weinstein,consumer,1127964,8265,1224,1732,,,,,,,,,,
King Gizzard & The Lizard Wizard - Crumbling Castle,Flightless,57789,3721,21,649,,,,,,,,,,
LaVar Ball Answers Basketball Questions From Twitter | Tech Support | WIRED,WIRED,463287,14470,1048,1262,,,,,,,,,,
Millie Bobby Brown introduces Stranger Things 2 World Exclusive Footage!,MCM Comic Con,248482,3645,126,338,,,,,,,,,,
Adam Savage's Set Tour of the Blade Runner Universe!,Tested,105517,3762,61,295,,,,,,,,,,
I REALLY DON'T REGRET IT | VLOG 43,Inthefrow,80756,2387,76,263,,,,,,,,,,
FULL FACE USING MAKEUP I HATE #2,makeupbymichaelfinch,314990,13752,786,1766,,,,,,,,,,
FREDDIE THE  LIZARD MOUSE â˜… THE AMAZING SPIDER MAN,RhysIfansHotStar,23316,57,6,35,,,,,,,,,,
Fifth Harmony Play 'Requestions' w/ TRL Fans! | Weekdays at 3:30pm | #TRL,TRL,66022,2280,99,160,,,,,,,,,,
"Drivers fight after crash at Anderson, Indiana race",RTV6 The Indy Channel,244933,602,171,585,,,,,,,,,,
What Happened That week in March,danisnotinteresting,313440,28333,138,3537,,,,,,,,,,
RZA Admits Russell Crow SPIT At AZEALIA BANKS During BREAKFAST CLUB Interview!,Hezakya Newz & Music,22007,42,24,113,,,,,,,,,,
How to Eat a Chicken Wing | Hot Ones Extra,First We Feast,659252,26552,461,5159,,,,,,,,,,
dvsn â€“ Mood (Official Music Video),dvsn,21500,1262,11,168,,,,,,,,,,
I Bought A $500 'LUXURY' Mystery Box from Ebay- OMG WHY,grav3yardgirl,1157165,34754,1967,5484,,,,,,,,,,
Michael Jordan's Chocolate Cake,INSIDER,316938,5903,86,557,,,,,,,,,,
Celebrating Selena Quintanilla,googledoodles,0,0,0,0,,,,,,,,,,
Last Week I Shot Zombies (And My Dog),DarkSquidge,86005,5305,42,622,,,,,,,,,,
Fall Makeup Tutorial ft. PatrickStarrr | Ashley Tisdale,Ashley Tisdale,158318,11388,90,612,,,,,,,,,,
LeBron James and Dwyane Wade exclusive interview with Rachel Nichols | The Jump | ESPN,ESPN,818881,13824,452,1694,,,,,,,,,,
This cat just realised that he's been neutered.. Wait for it \n\nNewsflare,World TV,35532,104,24,21,,,,,,,,,,
PUBG | When you find the weapon first.,Elliott Hamilton,89742,2107,150,172,,,,,,,,,,
I Failed,Daniel J. Layton,31832,2759,76,296,,,,,,,,,,
CINDERELLA MAKEUP TRANSFORMATION | PatrickStarrr,PatrickStarrr,320132,21773,178,1987,,,,,,,,,,
KRACK Attacks: Bypassing WPA2 against Android and Linux,Mathy Vanhoef,684681,6402,113,882,,,,,,,,,,
Young Dolph - BELIEVE ME (OFFICIAL VIDEO),LQENTERTAINMENT,526110,15232,394,1584,,,,,,,,,,
Star Trek: Discovery Clip (2017) First F-Bomb Ever,trojun74,23794,128,69,181,,,,,,,,,,
My baby hears me for the first time and is almost moved to tears!,Christy Keane,914370,2526,41,142,,,,,,,,,,
EXCITED Dogs in Car Can't Stop Howling For The Park | The Dodo,The Dodo,91741,2893,58,229,,,,,,,,,,
[BT21] Making of BT21 - EP01,BT21,254309,38315,43,1784,,,,,,,,,,
KUWTK | Kourtney Kardashian Can't Escape Scott Disick's Drama! | E!,E! Entertainment,163913,562,119,28,,,,,,,,,,
FOX News Mocks Radiohead,Consequence of Sound,66430,161,623,313,,,,,,,,,,
TAEMIN íƒœë¯¼ 'MOVE' #1 MV,SMTOWN,1932884,159081,1638,14333,,,,,,,,,,
Demi Lovato Plays With Puppies (While Answering Fan Questions),BuzzFeed Celeb,430939,19148,285,1275,,,,,,,,,,
South Park: The Fractured But Whole: Official Launch Trailer | Ubisoft [US],Ubisoft US,245673,1035,62,127,,,,,,,,,,
Alexandra Burke & Gorka Marquez Jive to 'Proud Mary' by Tina Turner - Strictly 2017,BBC Strictly Come Dancing,417068,3217,262,551,,,,,,,,,,
Watford 2-1 Arsenal | We've Run Out Of Paper For The Cracks! (DT Rant),ArsenalFanTV,852063,14345,957,2660,,,,,,,,,,
Time to F**k off Theresa!,Jonathan Pie,399751,17737,839,1779,,,,,,,,,,
TWICE LIKEY TRAILER,jypentertainment,829425,71024,4677,6689,,,,,,,,,,
Damon Dash Harvey Weinstein (Advice to Women),Hip Hop Motivation,25558,758,17,284,,,,,,,,,,
Jessica Chastain Harvey Weinstein & Courtney Love @ Sunset Tower Hotel in West Hollywood!,PopCandiesTv,414647,217,884,252,,,,,,,,,,
Young Dolph - While U Here,YoungDolphVEVO,733488,23171,427,1829,,,,,,,,,,
Atletico Madrid vs Barcelona 1-1 - All Goals & Extended Highlights - La Liga 14/10/2017 HD,GOLAZO TV,2949206,10624,1190,2482,,,,,,,,,,
[MV] í•˜ì´ë¼ì´íŠ¸(Highlight) - ì–´ì©” ìˆ˜ ì—†ì§€ ë­ (Can Be Better),OFFICIAL HIGHLIGHT,771713,69055,310,4682,,,,,,,,,,
The Cutest Guy in School,Sailor Moon Says,31805,311,20,104,,,,,,,,,,
The Professionals - Rewind (Official Video),The Professionals,5218,85,1,16,,,,,,,,,,
Surprise Classroom Visit | Harlem Globetrotters,Harlem Globetrotters,63801,472,7,27,,,,,,,,,,
Harry Styles on going solo,CBS Sunday Morning,216232,9346,60,531,,,,,,,,,,
LIVING WITH ACNE [trÄ…dzik],Kat Napiorkowska,20713,3335,19,183,,,,,,,,,,
FLASHBACK // Group Stage Eliminations (Worlds 2017),LoL Esports,138549,2157,61,361,,,,,,,,,,
P!nk: What About Us - SNL,Saturday Night Live,266354,4191,103,390,,,,,,,,,,
Troy Deeney  - Arsenal dont have nuts,TheFinalWhistle HD,215980,1990,130,500,,,,,,,,,,
Conan O'Brien Didn't Ask David Letterman For A Horse,The Late Show with Stephen Colbert,1680898,24294,474,1649,,,,,,,,,,
"Why Weinstein Isn't A Hollywood Problem, It's A Men Problem - Some News",Cracked,273551,13344,4379,3931,,,,,,,,,,
ZOELLA BEAUTY CHRISTMAS RANGE 2017 | SNOWELLA,MoreZoella,772547,46784,636,555,,,,,,,,,,
HIGHLIGHTS | Wolves 2-0 Aston Villa,Wolves,46932,621,32,133,,,,,,,,,,
Mutual Human Actuation (UIST 2017),HassoPlattnerInstitute HCI,25615,196,10,9,,,,,,,,,,
Resumen de AtlÃ©tico de Madrid vs FC Barcelona (1-1),LaLiga Santander,618432,4151,395,409,,,,,,,,,,
Latinos React To The Selena Google Doodle,Pero Like,166480,9985,82,578,,,,,,,,,,
BTOB(ë¹„íˆ¬ë¹„) - 'ê·¸ë¦¬ì›Œí•˜ë‹¤' Official Music Video,BTOB ë¹„íˆ¬ë¹„ (Official YouTube Channel),1195499,113689,698,11917,,,,,,,,,,
[M/V] SEVENTEEN(ì„¸ë¸í‹´) _ SVT VOCAL TEAM - 'ë°”ëžŒê°œë¹„',SEVENTEEN,1086227,118777,263,8546,,,,,,,,,,
The New Mutants | Official Trailer [HD] | 20th Century FOX,20th Century Fox,6694257,39892,6143,8125,,,,,,,,,,
Sexiest Male Vocalist Riff-Off w/ Usher & Luke Evans,The Late Late Show with James Corden,2082432,45928,1122,3007,,,,,,,,,,
BOXING INJURY UPDATE,Joe Weller,1351490,63143,11142,13991,,,,,,,,,,
Bryan Cranston Got Caught Having Sex In A Tunnel In The Alps | The Graham Norton Show,The Graham Norton Show,576414,8329,120,256,,,,,,,,,,
Keir Starmer Full Interview - Peston on Sunday,Peston on Sunday Official,10636,89,35,59,,,,,,,,,,
The Nerd Crew: Episode 6 - The Last Jedi Trailer 2 Reaction! And Justice League Breakdown,RedLetterMedia,363847,24718,652,4416,,,,,,,,,,
Making My Own Halloween Costume! I Tom Daley,Tom Daley,61593,2885,149,294,,,,,,,,,,
Skrillex & Poo Bear - Would You Ever (Remix) - Drum Cover,Matt McGuire,102891,6896,39,618,,,,,,,,,,
WHAT COLOUR IS THIS SHOE?,ThatcherJoeVlogs,556653,28746,395,2423,,,,,,,,,,
Imagine Dragons - Whatever It Takes,ImagineDragonsVEVO,13698967,643813,5734,29106,,,,,,,,,,
BATSHUAYI WAS AS MUCH USE AS A CONDOM WITH A HOLE IN IT SAYS LEWIS! || CRYSTAL PALACE 2-1 CHELSEA,100PercentChelsea,48053,761,167,398,,,,,,,,,,
Emma Thompson: Harvey Weinstein 'top of harassment ladder' - BBC Newsnight,BBC Newsnight,894395,14605,1219,0,,,,,,,,,,
"'We Are One Voice' ft. Marc Anthony, Jennifer Lopez & Alex Rodriguez | SOMOÆ§ LIVE! | MTV",MTV,444170,11380,232,877,,,,,,,,,,
"Harvey Weinstein, Donald Trump and Systemic Sexism: A Closer Look",Late Night with Seth Meyers,2904430,36732,8097,7095,,,,,,,,,,
Why Is Ayesha Curry Sending Pics of Her Feet to Steph Curry?,The Real Daytime,334693,1741,62,279,,,,,,,,,,
Why Photos of the Eiffel Tower at Night are Illegal,Half as Interesting,2867167,48584,5179,6387,,,,,,,,,,
MY 100 STEP SKINCARE ROUTINE FOR FLAWLESS SKIN!,Dina Tokio,171279,9972,257,1106,,,,,,,,,,
Liverpool 0-0 Manchester United - Jose Mourinho Full Post Match Press Conference - Premier League,BeanymanSports,80059,577,89,400,,,,,,,,,,
Cheat Codes - Feels Great ft. Fetty Wap [Official Lyric Video],Cheat Codes,820540,24442,330,690,,,,,,,,,,
SNIPER TOWER BUILD (Fortnite Battle Royale),rhinocrunch,832325,34114,648,2057,,,,,,,,,,
PREGNANT LOOKING?! ASKING MY YOUNGER SELF,Liza Koshy,5179893,415164,3203,18515,,,,,,,,,,
Halloween Pumpkin Message Board,DaveHax,190434,4058,205,38,,,,,,,,,,
"GSP vs. Bisping: Threats, Cussing, Insults In Backstage Standoff | TMZ Sports",TMZSports,398632,2767,173,1975,,,,,,,,,,
The US Military's Most Powerful Gun,Real Engineering,745357,18900,585,1397,,,,,,,,,,
Get Ready With Us After A Night Out - Melanie Murphy & Jessie B,Jessie B,34339,1546,9,213,,,,,,,,,,
John Legend - Penthouse Floor ft. Chance the Rapper,johnlegendVEVO,3015032,61711,2360,2117,,,,,,,,,,
"Top Of Ultimate Retarded Drivers Fails, Extreme Driving Fails And Sounds October 2017",Pierdelier,61695,196,44,36,,,,,,,,,,
Why Are You Anxious?,AsapSCIENCE,766115,22689,413,1639,,,,,,,,,,
Everything Wrong With Friday the 13th Part 2,CinemaSins,1020864,23802,466,3989,,,,,,,,,,
FENTY BEAUTY REVIEW,pixiwoo,164402,6073,197,504,,,,,,,,,,
CARLIBYBELxMISSGUIDED FALL COLLECTION REVEAL!,Carli Bybel,1058057,39853,2332,5969,,,,,,,,,,
P!nk's Son Cries Whenever She Sings,The Tonight Show Starring Jimmy Fallon,1012638,14859,296,534,,,,,,,,,,
21 Savage - Nothin New (Official Music Video),21 Savage,8657008,305004,10148,31447,,,,,,,,,,
Where Do Our Drugs Come From?,MinuteEarth,315335,11015,220,742,,,,,,,,,,
Addressing the Rumours | Anna Saccone,Anna Saccone,575609,18186,486,569,,,,,,,,,,
VLOG : DANCE MAT QUEENS ðŸ‘‘,Gabriella â™¡,185828,4716,152,283,,,,,,,,,,
Watford 2-1 Arsenal - Arsene Wenger Post Match Interview,MrBeanyman,11263,64,49,2,,,,,,,,,,
(WOW!) MALIGNAGGI REVEALS MCGREGOR FIGHT TALKS HAPPENING: AL HAYMON'S TALKING TO DANA WHITE,FightHype.com,36583,131,100,355,,,,,,,,,,
Hey Ya! - Walk off the Earth (Outkast Cover),Walk off the Earth,817535,43265,628,1959,,,,,,,,,,
It (2017) - Nostalgia Critic,Channel Awesome,1413716,57500,3144,14116,,,,,,,,,,
Beck - Colors (Slime Visualizer),BeckVEVO,292134,6364,223,670,,,,,,,,,,
REUNITED AFTER 30 YEARS!,Life of Tom,273982,11088,293,1292,,,,,,,,,,
Eminem Rips Donald Trump In BET Hip Hop Awards Freestyle Cypher,BETNetworks,34237512,1004465,189114,235933,,,,,,,,,,
"ZARA, TOPSHOP, URBAN OUTFITTERS | Autumn Haul",Helen Anderson,76688,2812,75,69,,,,,,,,,,
John Carpenter's Halloween by Trent Reznor & Atticus Ross (Official Audio),Sacred Bones Records,658759,12229,420,1027,,,,,,,,,,
"Crystal Palace vs Chelsea 2-1 | Goals Azpi (OG) Bakayoko, Zaha | Highlights | Live Match Review!",CFC FANTV,12564,233,19,225,,,,,,,,,,
"Guns N' Roses Feat. PINK! - Patience (Msg, Nyc) 10.11.17 (P!NK)",markit aneight,842576,6706,486,706,,,,,,,,,,
DJ Cummerbund - Hey Trump!,DJ Cummerbund,113730,1779,90,245,,,,,,,,,,
Emotional Groom Start Crying When He Sees Bride Walk Down Aisle!,Today`s Video,75271,191,19,30,,,,,,,,,,
Rose Gold & Purple Smokey Eye | Jaclyn Hill,Jaclyn Hill,906050,47353,2019,4854,,,,,,,,,,
Gucci Mane - Enormous feat. Ty Dolla $ign [Official Audio],OfficialGucciMane,799876,16762,628,923,,,,,,,,,,
Lazer Team 2 Official Teaser | Rooster Teeth,Rooster Teeth,284088,12261,719,1323,,,,,,,,,,
VASSY & Afrojack feat. Oliver Rosa - LOST (Official Music Video),Armada Music,506423,4159,174,119,,,,,,,,,,
We Need To Talk About Alcohol | Teenage VS Twentysomething | Melanie Murphy & Jessie B,Melanie Murphy,65929,3250,39,503,,,,,,,,,,
FALLING IN LOVE WITH SANTORINI,EstÃ©e Lalonde,162627,6406,118,448,,,,,,,,,,
Seth MacFarlane Calls Out Harvey Weinstein Back In 2013,Cracken News,3656819,24806,1129,4009,,,,,,,,,,
DxOMark Smartphone Ratings: Explained!,Marques Brownlee,1227613,73271,1041,5404,,,,,,,,,,
Star Wars: The Last Jedi Trailer (Official),Star Wars,32365868,672309,24895,76627,,,,,,,,,,
Null + Void: Where I Wait feat. Dave Gahan,hfn music,106037,2627,48,97,,,,,,,,,,
73 Questions With Daisy Ridley | Vogue,Vogue,2175004,55727,2160,7696,,,,,,,,,,
THE HOUSE IS A MESS,MandevilleVlogs,5146,291,0,21,,,,,,,,,,
Lost Kings - First Love (Official Video) ft. Sabrina Carpenter,WeAreLostKingsVEVO,797448,54145,546,1517,,,,,,,,,,
Pochettino: Eriksen showed we are not the Harry Kane team,My Football Views,3536,30,10,6,,,,,,,,,,
Kris Wu - Deserve ft. Travis Scott (Official Audio),Kris Wu,1468312,75228,1152,6386,,,,,,,,,,
How to Make a Remote Hose Pipe Controller,colinfurze,755431,21734,1039,1603,,,,,,,,,,
KYLO REN REACTS to The Last Jedi Trailer,Auralnauts,233327,6206,114,731,,,,,,,,,,
My First Job turned into a heist movie,itsAlexClark,473162,20636,549,4456,,,,,,,,,,
Kane Brown - What's Mine Is Yours,KaneBrownVEVO,649836,13240,390,300,,,,,,,,,,
A$AP Ferg - Plain Jane (Official Video),asapfergVEVO,1569077,57237,483,2523,,,,,,,,,,
I TOLD MY MOM WHAT HAPPENED!,SACCONEJOLYs,214292,11438,151,528,,,,,,,,,,
Creepy Scarecrow Halloween Makeup Tutorial! DIY Costume,Chloe Morello,138758,12937,118,1374,,,,,,,,,,
Logan vs. Children of Men â€”Â The End is in the Beginning,Lessons from the Screenplay,176249,13032,71,1091,,,,,,,,,,
DESPERATE CHEETO - Randy Rainbow Song Parody,Randy Rainbow,415352,10878,215,833,,,,,,,,,,
WE PLAY BEAUTIFUL FOOTBALL | Gabriel Jesus Reaction | City 7-2 Stoke,Man City,43954,1350,8,154,,,,,,,,,,
SMOKEY MAKEUP LOOK feat CLAUDIA SCHIFFER,Lisa Eldridge,226502,9984,199,706,,,,,,,,,,
Daniel and Depression,Daniel Howell,1754028,298519,787,37034,,,,,,,,,,
soap tips,bill wurtz,1676721,158382,3468,12610,,,,,,,,,,
Thundercat - 'Show You The Way (feat. Michael McDonald & Kenny Loggins)' (Official Video),Brainfeedermedia,153469,6068,52,321,,,,,,,,,,
AminÃ© - Spice Girl,AmineVEVO,4534068,154813,3587,6574,,,,,,,,,,
Paramore: Hard Times (Green Screen Outtakes),Paramore,128334,12602,103,640,,,,,,,,,,
MAC N' CHEESE INSIDE FRIED CHICKEN - VERSUS,HellthyJunkFood,496171,14157,435,2480,,,,,,,,,,
REACTING TO MY FIRST YOUTUBE VIDEOS,JessiSmiles,203594,12567,146,742,,,,,,,,,,
Lindsey Stirling - Mirage -feat. Raja Kumari,Lindsey Stirling,2011045,119765,2063,5199,,,,,,,,,,
6LACK covers Erykah Badu 'On & On' for Like A Version,triple j,102354,2607,48,165,,,,,,,,,,
"CHINESE Street Food Tour DEEP in Sichuan, CHINA - SPICY & INCREDIBLE STREET FOOD ADVENTURE!",The Food Ranger,474775,11029,331,1853,,,,,,,,,,
Harvey Weinstein Allegedly Recorded on Tape Desperately Pleading With Model,Inside Edition,242066,888,81,707,,,,,,,,,,
Echostar 105 / SES-11 Launch Webcast,SpaceX,421086,9332,131,1156,,,,,,,,,,
WHY DO I DO THIS...,miniminter,1260601,57107,931,2164,,,,,,,,,,
Audiophile or Audio-Fooled? How Good Are Your Ears?,Rick Beato,37745,2045,88,923,,,,,,,,,,
Super Mario Odyssey Demo% Speedrun in 5:28.05,Jacob Babione,88325,667,34,174,,,,,,,,,,
Secrets to measuring a piece of paper - Numberphile,Numberphile,310975,19053,235,1384,,,,,,,,,,
Line Rider - Mountain King,DoodleChaos,2070698,112115,643,2999,,,,,,,,,,
Tour Documentary - Episode 2,Camila Cabello,103503,16883,63,868,,,,,,,,,,
Hazelnut Swiss Roll Recipe,SORTEDfood,127441,3984,75,255,,,,,,,,,,
KODAK BLACK Snot Thot,Kodak Black,3009806,61156,3538,9706,,,,,,,,,,
EASY SKULL HALLOWEEN MAKEUP TUTORIAL,LustreLux,227477,11925,316,796,,,,,,,,,,
Sam Smith - The Thrill Of It All (Album Trailer),SamSmithWorldVEVO,949018,52070,277,2467,,,,,,,,,,
Assign us a video topic! 3 million subscribers challenge,Vox,107711,6355,415,6863,,,,,,,,,,
Part 2 of Riverdale Season 2 Q&A | Madelaine Petsch,Madelaine Petsch,151446,13140,21,689,,,,,,,,,,
Why Die?,CGP Grey,1271622,73074,5197,11385,,,,,,,,,,
Taylor Swift - Gorgeous (Lyric Video),TaylorSwiftVEVO,6918730,433447,23701,51947,,,,,,,,,,
Why Age? Should We End Aging Forever?,Kurzgesagt â€“ In a Nutshell,1488330,90991,1351,15092,,,,,,,,,,
Krept & Konan - Ask Flipz (Official Video) ft. Stormzy,KreptandKonanVEVO,545663,27767,398,1873,,,,,,,,,,
MY GIRLFRIEND PICKS MY OUTFITS!,PewDiePie,2510236,159550,4526,22489,,,,,,,,,,
Rick and Morty Cartoon Food Taste Test,Good Mythical Morning,1254248,40310,3083,7909,,,,,,,,,,
We Try Playing Grand Theft Auto 5 Without Breaking Any Laws,BuzzFeedBlue,1309013,22524,3777,3258,,,,,,,,,,
Academy Anecdotes (School Stories),TheOdd1sOut,3234214,174489,2465,38990,,,,,,,,,,
Exotic Animals in Ancient Rome,Sam O'Nella Academy,381233,29908,333,2894,,,,,,,,,,
"$10,000 DOG VS. $1 DOG",jacksfilms,2450266,176475,4612,14979,,,,,,,,,,
MY BRAND NEW SHOW!!,Liza Koshy,4679882,358477,2336,17211,,,,,,,,,,
Sauces | Basics with Babish,Binging with Babish,838819,46622,399,4309,,,,,,,,,,
Pink Addresses The Christina Aguilera Beef | Plead The Fifth | WWHL,Watch What Happens Live with Andy Cohen,378505,2946,249,626,,,,,,,,,,
MY FAVOURITE AUTUMN COAT RIGHT NOW  | Lydia Elise Millen,Lydia Elise Millen,126415,4115,278,395,,,,,,,,,,
"I Love You, Daddy Trailer #1 (2017) | Movieclips Indie",Movieclips Film Festivals & Indie Films,542830,4343,710,703,,,,,,,,,,
Penny Lancaster Bravely Shares Her Experience of Being Sexually Assaulted | Loose Women,Loose Women,106455,913,262,0,,,,,,,,,,
I Dressed Like It Was 1987,Safiya Nygaard,2485566,137229,1304,17720,,,,,,,,,,
Charlie Puth - How Long [Official Video],Charlie Puth,5202733,409983,4223,33916,,,,,,,,,,
My Dogs Try On Halloween Costumes,JennaMarbles,2535760,193468,1953,26623,,,,,,,,,,
GETTING REVENGE ON MY COACHES!  *UGC?*,Nile Wilson,244115,8873,178,684,,,,,,,,,,
Harry Potter Theory: How The Sorcerer's Stone Was Made (ft. Seamus Gorman),SuperCarlinBrothers,204577,10941,339,2530,,,,,,,,,,
Marvel's The Punisher | Official Trailer 2 [HD] | Netflix,Netflix,1598039,42240,511,4817,,,,,,,,,,
I GOT THIS FOR FREE?! MASSIVE PR HAUL | sophdoesnails,sophdoesnails,105502,7223,58,796,,,,,,,,,,
Your Body Is Amazing Pt. 2,AsapSCIENCE,1044384,25661,934,2212,,,,,,,,,,
Sunday Picnic with EstÃ©e + Givenchy Bag GIVEAWAY!,Amelia Liana,62781,1875,74,201,,,,,,,,,,
Drugstore Makeup Tutorial | Trying NEW Makeup!,makeupbymichaelfinch,167038,8715,275,934,,,,,,,,,,
Liam Payne - Bedroom Floor (Lyric Video),LiamPayneVEVO,1212581,155316,1761,9926,,,,,,,,,,
CONFRONTING MY FIRST LOVE,shane,3457680,324948,4059,42212,,,,,,,,,,
The Walking Dead Riddim,NOW TV,25276,1003,93,113,,,,,,,,,,
Kevin De Bruyne loses his cool with David Silva and Fernandinho!,BT Sport,625767,6395,290,852,,,,,,,,,,
Niall Horan - Flicker (Acoustic),NiallHoranVEVO,1751702,221838,526,16934,,,,,,,,,,
Joe Rogan Experience #1025 - Greg Fitzsimmons,PowerfulJRE,868779,10365,871,4857,,,,,,,,,,
Hayley Kiyoko - Feelings [Official Video],Hayley Kiyoko,742425,83357,436,5779,,,,,,,,,,
The Real Reason Taxes Suck (And Why They Don't Have To),CollegeHumor,1356348,39994,2245,6227,,,,,,,,,,
Patrick Beverley Has Strong Words For Lonzo Ball After Win vs Lakers | 10/19/2017 âœ”,Ball Don't Lie,640976,5146,441,2277,,,,,,,,,,
31 LAST MINUTE DIY HALLOWEEN COSTUMES,Smosh,564268,24158,1401,1622,,,,,,,,,,
Chewy Salted Chocolate Caramels | Cupcake Jemma,CupcakeJemma,75114,3691,40,159,,,,,,,,,,
George Michael - Fantasy (Official Video) ft. Nile Rodgers,georgemichaelVEVO,149245,4333,198,570,,,,,,,,,,
Ellen Meets Las Vegas Survivors Jesus Campos and Stephen Schuck,TheEllenShow,792929,11151,6351,0,,,,,,,,,,
When The Curtain Falls | ANNOUNCEMENT,Carrie Hope Fletcher,104911,7832,84,865,,,,,,,,,,
DANGEROUS Jungle Spider!,Brave Wilderness,1709248,44999,627,7500,,,,,,,,,,
Pregnancy Terminology with Dan & Phil! | MOTHERHOOD,Sprinkleofglitter,856312,80427,533,6922,,,,,,,,,,
What Will I Do AFTER I GRADUATE CAMBRIDGE UNIVERSITY?!,Ibz Mo,13268,1367,47,256,,,,,,,,,,
dvsn â€“ Mood (Official Music Video),dvsn,53085,1866,22,199,,,,,,,,,,
THE CRAZIEST TREEHOUSE TOUR!,PointlessBlogVlogs,655694,35945,436,1715,,,,,,,,,,
TRAILER | My Week As A Muslim | Monday 9pm,Channel 4,50625,501,1009,1036,,,,,,,,,,
Demi Lovato: Simply Complicated - Official Documentary,Demi Lovato,4615823,282434,2758,21678,,,,,,,,,,
